,n_word,n_firstSound,n_word_count,n_lemma,n_lemma_count,det,det_count,num,num_count,n_id,sen_id
222.0,engine,Consonant,17,engine,17,the,9347.0,,,37,weblog-blogspot.com_marketview_20040611132900_ENG_20040611_132900-0012
223.0,lot,Consonant,114,lot,158,a,4555.0,,,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
224.0,people,Consonant,316,people,327,,,,,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
225.0,newspaper,Consonant,9,newspaper,13,a,4555.0,,,14,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
226.0,cartoons,Consonant,7,cartoon,11,those,81.0,,,17,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0001
227.0,tables,Consonant,5,table,25,the,9347.0,,,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0002
228.0,cartoonists,Consonant,1,cartoonist,1,,,,,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0002
229.0,idiots,Vowel,4,idiot,5,these,199.0,,,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
230.0,cartoon,Consonant,4,cartoon,11,a,4555.0,,,7,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
231.0,contest,Consonant,3,contest,4,this,886.0,,,21,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0003
232.0,contest,Consonant,3,contest,4,an,590.0,,,3,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
233.0,cartoons,Consonant,7,cartoon,11,,,,,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
234.0,response,Consonant,42,response,52,,,,,13,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
235.0,publication,Consonant,5,publication,8,the,9347.0,,,16,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
236.0,papers,Consonant,10,papers,9,,,,,19,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
237.0,caricatures,Consonant,1,caricature,1,,,,,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0005
238.0,fair,Consonant,3,fair,3,this,886.0,,,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
239.0,limits,Consonant,3,limit,4,the,9347.0,,,9,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
240.0,freedom,Consonant,14,freedom,14,,,,,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
241.0,head,Consonant,37,head,48,,,,,20,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
242.0,country,Consonant,83,country,126,the,9347.0,,,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
243.0,fair,Consonant,3,fair,3,,,,,32,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
244.0,organizer,Vowel,1,organizer,1,the,9347.0,,,33,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0006
245.0,prophet,Consonant,2,prophet,2,,,,,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
246.0,doubts,Consonant,4,doubt,13,,,,,17,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
247.0,prison,Consonant,2,prison,3,,,,,28,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0007
248.0,fact,Consonant,61,fact,69,that,203.0,,,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0008
249.0,ceremony,Consonant,1,ceremony,1,the,9347.0,,,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
250.0,month,Consonant,66,month,138,,,,,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
251.0,fair,Consonant,3,fair,3,the,9347.0,,,11,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0009
252.0,cartoons,Consonant,7,cartoon,11,,,"1,100",1.0,6,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
253.0,participants,Consonant,11,participant,13,,,,,10,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
254.0,countries,Consonant,43,country,126,,,60,7.0,15,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
255.0,show,Consonant,16,show,29,,,200,7.0,23,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0010
256.0,cartoons,Consonant,7,cartoon,11,the,9347.0,three,65.0,6,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
257.0,winners,Consonant,1,winner,4,the,9347.0,,,16,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
258.0,prizes,Consonant,3,prize,7,,,,,19,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
259.0,dollars,Consonant,33,dollar,44,,,"12,000",1.0,26,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0011
260.0,stunt,Consonant,1,stunt,1,this,886.0,,,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0012
261.0,extremist,Consonant,6,extremist,12,,,,,14,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0012
262.0,cartoon,Consonant,4,cartoon,11,a,4555.0,,,5,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
263.0,prophet,Consonant,2,prophet,2,,,,,8,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
264.0,people,Consonant,316,people,327,,,,,10,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0013
265.0,cartoons,Consonant,7,cartoon,11,,,,,4,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
266.0,end,Consonant,84,end,87,the,9347.0,,,15,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
267.0,world,Consonant,140,world,141,the,9347.0,,,18,weblog-blogspot.com_aggressivevoicedaily_20060814163400_ENG_20060814_163400-0014
268.0,pockets,Consonant,5,pocket,11,,,,,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0001
269.0,resistance,Consonant,7,resistance,7,,,,,18,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0001
270.0,fighting,Consonant,8,fighting,8,the,9347.0,,,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
271.0,numbers,Consonant,28,number,219,,,,,7,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
272.0,noncombatants,Consonant,1,noncombatant,1,,,,,10,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0002
273.0,clashes,Consonant,3,clash,3,,,,,2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
274.0,cities,Consonant,20,city,62,,,,,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
275.0,persons,Consonant,5,person,89,some,337.0,22,7.0,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0003
276.0,hundreds,Consonant,17,hundred,17,,,,,1,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
277.0,persons,Consonant,5,person,89,,,,,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
278.0,demonstrations,Consonant,4,demonstration,7,,,,,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
279.0,campaign,Consonant,39,campaign,39,the,9347.0,,,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0004
280.0,battles,Consonant,1,battle,7,the,9347.0,,,2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
281.0,demonstrations,Consonant,4,demonstration,7,,,,,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
282.0,assault,Consonant,9,assault,9,the,9347.0,,,10,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0005
283.0,guerrillas,Consonant,11,guerrilla,13,,,,,1,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
284.0,retaliation,Consonant,3,retaliation,3,,,,,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
285.0,attack,Consonant,32,attack,58,the,9347.0,,,19,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0006
286.0,cousin,Consonant,4,cousin,7,,,,,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
287.0,man,Consonant,49,man,73,the,9347.0,,,7,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
288.0,wife,Consonant,42,wife,46,,,,,9,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
289.0,daughter,Consonant,16,daughter,20,,,,,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
290.0,law,Consonant,41,law,55,,,,,15,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
291.0,guerrillas,Consonant,11,guerrilla,13,,,,,19,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
292.0,compaign,Consonant,1,compaign,1,the,9347.0,,,27,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0007
293.0,society,Consonant,16,society,16,,,,,3,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
294.0,clan,Consonant,6,clan,6,,,,,12,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
295.0,cousins,Consonant,3,cousin,7,,,,,18,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
296.0,kidnapping,Consonant,1,kidnapping,2,this,886.0,,,22,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
297.0,shame,Consonant,5,shame,5,,,,,30,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0008
298.0,pockets,Consonant,5,pocket,11,,,,,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0009
299.0,resistance,Consonant,7,resistance,7,,,,,15,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0009
300.0,cities,Consonant,20,city,62,,,,,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
301.0,guide,Consonant,9,guide,10,any,368.0,,,8,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
302.0,pockets,Consonant,5,pocket,11,those,81.0,,,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
303.0,resistance,Consonant,7,resistance,7,,,,,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
304.0,time,Consonant,479,time,558,some,337.0,,,22,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0010
305.0,boycott,Consonant,3,boycott,3,the,9347.0,,,13,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0011
306.0,elections,Consonant,37,election,46,the,9347.0,,,16,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0011
307.0,vote,Consonant,8,vote,12,the,9347.0,,,20,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
308.0,position,Consonant,42,position,54,,,,,28,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
309.0,situation,Consonant,38,situation,41,the,9347.0,,,33,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0012
310.0,outbreak,Vowel,2,outbreak,3,the,9347.0,,,2,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
311.0,demonstrations,Consonant,4,demonstration,7,,,,,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
312.0,violence,Consonant,12,violence,12,,,,,6,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
313.0,regions,Consonant,6,region,39,the,9347.0,,,11,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
314.0,participation,Consonant,9,participation,9,,,,,20,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
315.0,elections,Consonant,37,election,46,the,9347.0,,,24,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0013
316.0,implications,Vowel,5,implication,6,the,9347.0,,,8,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0014
317.0,assault,Consonant,9,assault,9,the,9347.0,,,12,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0014
318.0,satire,Consonant,1,satire,1,some,337.0,,,4,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0015
319.0,fun,Consonant,32,fun,32,some,337.0,,,14,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0015
320.0,conference,Consonant,29,conference,35,a,4555.0,,,5,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
321.0,couple,Consonant,63,couple,67,the,9347.0,,,21,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
322.0,days,Consonant,125,day,332,,,,,23,weblog-juancole.com_juancole_20041111060900_ENG_20041111_060900-0016
323.0,item,Vowel,11,item,33,the,9347.0,,,3,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
324.0,wish,Consonant,2,wish,5,,,,,6,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
325.0,lists,Consonant,8,list,81,,,,,7,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
326.0,year,Consonant,208,year,395,this,886.0,,,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
327.0,weapons,Consonant,46,weapon,60,,,,,12,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0001
328.0,ones,Vowel,40,one,150,the,9347.0,,,15,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
329.0,piece,Consonant,30,piece,46,a,4555.0,,,28,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
330.0,coal,Consonant,4,coal,4,,,,,30,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0002
331.0,years,Consonant,186,year,395,the,9347.0,,,5,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
332.0,tensions,Consonant,7,tension,10,,,,,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
333.0,program,Consonant,47,program,58,,,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
334.0,word,Consonant,42,word,63,,,,,16,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
335.0,week,Consonant,114,week,168,this,886.0,,,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
336.0,deal,Consonant,75,deal,97,a,4555.0,,,22,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
337.0,approval,Consonant,18,approval,19,the,9347.0,,,33,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0003
338.0,time,Consonant,479,time,558,the,9347.0,,,4,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
339.0,opposition,Vowel,3,opposition,3,,,,,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
340.0,group,Consonant,97,group,143,an,590.0,,,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
341.0,proof,Consonant,10,proof,10,,,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
342.0,weapons,Consonant,46,weapon,60,,,,,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
343.0,program,Consonant,47,program,58,a,4555.0,,,20,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0004
344.0,photos,Consonant,11,photo,20,,,,,2,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
345.0,connections,Consonant,6,connection,33,,,,,5,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
346.0,evidence,Consonant,18,evidence,18,the,9347.0,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
347.0,group,Consonant,97,group,143,the,9347.0,,,17,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0005
348.0,nukes,Consonant,2,nuke,2,the,9347.0,,,12,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0006
349.0,world,Consonant,140,world,141,the,9347.0,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0006
350.0,weapons,Consonant,46,weapon,60,,,,,11,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0007
351.0,countries,Consonant,43,country,126,,,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0007
352.0,demand,Consonant,9,demand,11,the,9347.0,,,3,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
353.0,question,Consonant,58,question,153,the,9347.0,,,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
354.0,right,Consonant,25,right,26,the,9347.0,,,18,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
355.0,weapons,Consonant,46,weapon,60,,,,,25,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0008
356.0,decisions,Consonant,11,decision,32,,,,,14,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0010
357.0,weapons,Consonant,46,weapon,60,,,,,8,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
358.0,program,Consonant,47,program,58,a,4555.0,,,9,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
359.0,day,Consonant,207,day,332,this,886.0,,,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
360.0,weapons,Consonant,46,weapon,60,,,,,28,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
361.0,strength,Consonant,8,strength,8,,,,,35,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0011
362.0,weapons,Consonant,46,weapon,60,,,200,7.0,10,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
363.0,allies,Consonant,9,ally,11,,,,,19,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
364.0,concern,Consonant,21,concern,36,the,9347.0,,,23,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0012
365.0,bomb,Consonant,6,bomb,17,the,9347.0,,,10,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
366.0,top,Consonant,26,top,26,the,9347.0,,,13,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
367.0,list,Consonant,73,list,81,,,,,16,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
368.0,years,Consonant,186,year,395,a,4555.0,,,26,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0013
369.0,couple,Consonant,63,couple,67,a,4555.0,,,11,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0014
370.0,weapons,Consonant,46,weapon,60,,,,,13,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0014
371.0,case,Consonant,66,case,79,the,9347.0,,,2,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0016
372.0,feeling,Consonant,9,feeling,11,a,4555.0,,,7,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0016
373.0,photos,Consonant,11,photo,20,,,,,2,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0017
374.0,lab,Consonant,7,lab,9,the,9347.0,,,5,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0017
375.0,uranium,Vowel,1,uranium,1,,,,,7,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0017
376.0,weapons,Consonant,46,weapon,60,,,,,17,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0017
377.0,stockpiles,Consonant,2,stockpile,2,,,,,18,weblog-blogspot.com_thelameduck_20041119192207_ENG_20041119_192207-0017
