,adj_word,adj_word_len,adj_word_count,adj_lemma,adj_comb,num_adj,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
181.0,normal,6,19,normal,normal,1,procedure,9,2.0,procedure,4.0,4,5,21,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0004
182.0,mythical,8,2,mythical,"mythical, Arab",2,street,6,4.0,street,4.0,5,8,13,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0006
183.0,Arab,4,25,arab,"mythical, Arab",2,street,6,4.0,street,4.0,7,8,13,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0006
184.0,military,8,51,military,military,1,violence,8,3.0,violence,3.0,16,17,43,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0007
185.0,likely,6,28,likely,likely,1,,0,,,,19,,43,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0007
186.0,last,4,145,last,last,1,years,5,61.0,year,120.0,39,41,43,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0007
187.0,other,5,320,other,other,1,words,5,10.0,word,16.0,2,3,22,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0008
188.0,own,3,94,own,own,1,choice,6,6.0,choice,9.0,11,12,22,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0008
189.0,predictable,11,2,predictable,predictable,1,situation,9,12.0,situation,14.0,21,17,22,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0008
190.0,last,4,145,last,last,1,year,4,58.0,year,120.0,6,7,42,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0010
191.0,predictable,11,2,predictable,predictable,1,phenomenon,10,1.0,phenomenon,1.0,30,25,42,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0010
192.0,right,5,51,right,right,1,,0,,,,3,,6,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0013
193.0,southern,8,6,southern,southern,1,city,4,13.0,city,27.0,24,25,33,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0016
194.0,first,5,117,first,first,1,bridge,6,2.0,bridge,3.0,9,10,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
195.0,other,5,320,other,other,1,bridges,7,1.0,bridge,3.0,20,21,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
196.0,federal,7,21,federal,federal,1,court,5,1.0,court,3.0,41,42,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
197.0,American,8,73,american,American,1,citizens,8,9.0,citizen,10.0,5,6,16,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0019
198.0,immediate,9,11,immediate,immediate,1,family,6,12.0,family,20.0,4,5,18,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0022
199.0,Dear,4,14,dear,Dear,1,,0,,,,1,,3,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0023
200.0,illegal,7,7,illegal,illegal,1,militias,8,6.0,militia,6.0,14,15,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
201.0,other,5,320,other,other,1,countries,9,21.0,country,29.0,18,19,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
202.0,likely,6,28,likely,likely,1,,0,,,,23,,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
203.0,own,3,94,own,own,1,making,6,2.0,making,2.0,19,20,21,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0025
204.0,loathe,6,1,loathe,loathe,1,,0,,,,4,,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
205.0,other,5,320,other,other,1,writers,7,1.0,writer,1.0,7,8,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
206.0,little,6,125,little,little,1,bit,3,8.0,bit,8.0,16,17,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
207.0,good,4,379,good,good,1,,0,,,,35,,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
208.0,whole,5,54,whole,whole,1,column,6,1.0,column,1.0,42,43,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
209.0,former,6,42,former,former,1,,0,,,,24,,26,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0004
210.0,main,4,37,main,main,1,theme,5,1.0,theme,1.0,26,27,29,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0005
211.0,complicated,11,4,complicated,complicated,1,,0,,,,5,,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0011
212.0,steep,5,2,steep,steep,1,cliff,5,1.0,cliff,1.0,22,23,34,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0013
213.0,other,5,320,other,other,1,horsemen,8,1.0,horseman,1.0,31,32,34,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0013
214.0,Western,7,19,western,Western,1,scene,5,2.0,scene,3.0,4,5,19,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0014
215.0,good,4,379,good,good,1,decisions,9,4.0,decision,8.0,17,18,19,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0018
216.0,long,4,69,long,long,1,story,5,6.0,story,9.0,12,13,20,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0020
217.0,good,4,379,good,good,1,judges,6,6.0,judge,14.0,9,10,11,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0024
218.0,first,5,117,first,"first, inaugural",2,service,7,120.0,service,165.0,7,10,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0026
219.0,inaugural,9,1,inaugural,"first, inaugural",2,service,7,120.0,service,165.0,8,10,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0026
220.0,greater,7,8,greater,greater,1,,0,,,,7,,12,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0031
221.0,rambling,8,1,rambling,rambling,1,response,8,10.0,response,12.0,5,6,7,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0037
222.0,random,6,3,random,random,1,speculation,11,1.0,speculation,1.0,4,5,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0001
223.0,new,3,252,new,new,1,browser,7,3.0,browser,3.0,10,11,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0001
224.0,true,4,26,true,true,1,,0,,,,3,,11,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0002
225.0,inside,6,4,inside,inside,1,information,11,30.0,information,34.0,4,5,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
226.0,serious,7,21,serious,serious,1,,0,,,,21,,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
227.0,permanent,9,8,permanent,permanent,1,control,7,7.0,control,7.0,24,25,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
228.0,lead,4,4,lead,lead,1,engineer,8,1.0,engineer,1.0,5,6,10,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0005
229.0,unchanged,9,2,unchanged,unchanged,1,,0,,,,12,,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
230.0,same,4,152,same,same,1,work,4,38.0,work,43.0,20,21,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
231.0,new,3,252,new,new,1,goal,4,4.0,goal,4.0,30,31,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
232.0,successful,10,15,successful,successful,1,releases,8,1.0,release,1.0,33,39,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
233.0,devoted,7,5,devoted,devoted,1,,0,,,,3,,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
234.0,full,4,52,full,full,1,time,4,156.0,time,191.0,4,6,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
235.0,general,7,22,general,general,1,browsing,8,1.0,browsing,1.0,20,18,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
236.0,big,3,68,big,big,1,Welcome,7,1.0,welcome,1.0,7,9,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0012
237.0,big,3,68,big,big,1,,0,,,,4,,7,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0015
238.0,involved,8,26,involved,involved,1,,0,,,,10,,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0017
239.0,crucial,7,6,crucial,crucial,1,elements,8,12.0,element,14.0,8,9,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
240.0,past,4,26,past,"past, few",2,years,5,61.0,year,120.0,18,20,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
241.0,few,3,137,few,"past, few",2,years,5,61.0,year,120.0,19,20,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
242.0,Great,5,100,great,Great,1,,0,,,,1,,7,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0022
243.0,present,7,10,present,present,1,time,4,156.0,time,191.0,13,14,33,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0023
244.0,old,3,93,old,old,1,adage,5,1.0,adage,1.0,20,21,33,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0023
245.0,few,3,137,few,few,1,minutes,7,13.0,minute,19.0,16,17,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
246.0,future,6,10,future,future,1,history,7,10.0,history,10.0,21,22,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
247.0,brave,5,3,brave,"brave, new",2,world,5,36.0,world,41.0,12,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
248.0,new,3,252,new,"brave, new",2,world,5,36.0,world,41.0,13,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
249.0,particular,10,23,particular,particular,1,future,6,6.0,future,6.0,7,8,10,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0028
250.0,small,5,78,small,"small, possible",2,commment,8,2.0,commment,2.0,3,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
251.0,possible,8,66,possible,"small, possible",2,commment,8,2.0,commment,2.0,9,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
252.0,whole,5,54,whole,whole,1,thing,5,60.0,thing,102.0,24,27,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
253.0,open,4,40,open,open,1,source,6,13.0,source,20.0,25,26,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
254.0,inclined,8,2,inclined,inclined,1,,0,,,,3,,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
255.0,popular,7,16,popular,"popular, non-Microsoft",2,browser,7,3.0,browser,3.0,23,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
256.0,non-Microsoft,13,1,non-microsoft,"popular, non-Microsoft",2,browser,7,3.0,browser,3.0,24,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
257.0,higher,6,13,higher,higher,1,echelons,8,1.0,echelon,1.0,68,69,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
258.0,enlightened,11,1,enlightened,enlightened,1,interest,8,3.0,interest,8.0,6,8,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
259.0,large,5,46,large,large,1,projects,8,4.0,project,8.0,11,14,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
260.0,open,4,40,open,open,1,source,6,13.0,source,20.0,12,13,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
261.0,alive,5,2,alive,alive,1,,0,,,,15,,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
262.0,Fascinating,11,2,fascinating,Fascinating,1,viewpoint,9,1.0,viewpoint,2.0,1,2,8,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0033
263.0,open,4,40,open,open,1,source,6,13.0,source,20.0,2,3,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
264.0,inexpensive,11,7,inexpensive,inexpensive,1,way,3,53.0,way,65.0,9,10,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
265.0,open,4,40,open,open,1,source,6,13.0,source,20.0,18,19,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
266.0,more,4,201,more,more,1,bang,4,3.0,bang,3.0,4,5,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
267.0,private,7,22,private,private,1,company,7,18.0,company,29.0,12,13,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
268.0,inevitable,10,4,inevitable,inevitable,1,clashes,7,2.0,clash,2.0,19,21,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
269.0,gross,5,8,gross,gross,1,incompetence,12,4.0,incompetence,4.0,35,36,39,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0001
270.0,Iraqi,5,44,iraqi,"Iraqi, grateful",2,,0,,,,14,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
271.0,grateful,8,7,grateful,"Iraqi, grateful",2,,0,,,,20,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
272.0,dual,4,4,dual,"dual, Arab",2,insurgencies,12,2.0,insurgency,2.0,5,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
273.0,Sunni,5,28,sunni,"Sunni, Shiite",2,,0,,,,6,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
274.0,Arab,4,25,arab,"dual, Arab",2,insurgencies,12,2.0,insurgency,2.0,7,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
275.0,Shiite,6,15,shiite,"Sunni, Shiite",2,,0,,,,9,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
276.0,massive,7,8,massive,massive,1,scale,5,2.0,scale,2.0,23,24,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
277.0,Spanish,7,9,spanish,Spanish,1,contingents,11,1.0,contingent,1.0,6,11,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
278.0,Thai,4,6,thai,"Thai, other",2,,0,,,,8,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
279.0,other,5,320,other,"Thai, other",2,,0,,,,10,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
280.0,committed,9,4,committed,committed,1,time,4,156.0,time,191.0,14,3,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
281.0,reluctant,9,3,reluctant,reluctant,1,,0,,,,22,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
282.0,involved,8,26,involved,involved,1,,0,,,,25,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
283.0,international,13,38,international,international,1,affairs,7,4.0,affair,9.0,8,9,12,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0006
284.0,most,4,64,most,most,1,,0,,,,12,,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
285.0,administrative,14,3,administrative,administrative,1,experience,10,55.0,experience,68.0,17,18,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
286.0,Muslim,6,12,muslim,Muslim,1,culture,7,12.0,culture,14.0,27,28,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
287.0,few,3,137,few,"few, experienced",2,Arabists,8,2.0,arabist,2.0,6,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
288.0,experienced,11,5,experienced,"few, experienced",2,Arabists,8,2.0,arabist,2.0,7,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
289.0,ulterior,8,5,ulterior,ulterior,1,motives,7,5.0,motive,6.0,10,11,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
290.0,social,6,21,social,social,1,experiments,11,1.0,experiment,1.0,13,14,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
291.0,Iraqi,5,44,iraqi,Iraqi,1,people,6,110.0,people,115.0,21,22,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
292.0,economic,8,20,economic,economic,1,shock,5,2.0,shock,2.0,28,29,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
293.0,extreme,7,7,extreme,"extreme, many",2,incompetence,12,4.0,incompetence,4.0,15,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
294.0,double,6,9,double,double,1,dealing,7,2.0,dealing,2.0,19,21,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
295.0,many,4,192,many,"extreme, many",2,incompetence,12,4.0,incompetence,4.0,23,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
296.0,close,5,38,close,close,1,,0,,,,10,,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
297.0,ulterior,8,5,ulterior,ulterior,1,motive,6,1.0,motive,6.0,25,26,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
298.0,trenchant,9,1,trenchant,trenchant,1,critic,6,2.0,critic,4.0,6,7,11,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0014
299.0,extraordinary,13,5,extraordinary,extraordinary,1,,0,,,,9,,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
300.0,recent,6,32,recent,recent,1,weeks,5,14.0,week,51.0,17,18,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
301.0,gross,5,8,gross,gross,1,incompetence,12,4.0,incompetence,4.0,4,5,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
302.0,dark,4,13,dark,"dark, ulterior",2,motives,7,5.0,motive,6.0,10,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
303.0,ulterior,8,5,ulterior,"dark, ulterior",2,motives,7,5.0,motive,6.0,11,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
304.0,classical,9,2,classical,"classical, logical",2,fallacy,7,2.0,fallacy,2.0,4,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
305.0,logical,7,2,logical,"classical, logical",2,fallacy,7,2.0,fallacy,2.0,5,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
306.0,suspicious,10,5,suspicious,suspicious,1,,0,,,,15,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
307.0,upper,5,8,upper,upper,1,reaches,7,1.0,reach,1.0,27,28,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
308.0,radical,7,13,radical,"radical, Muslim",2,cleric,6,6.0,cleric,13.0,3,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
309.0,Shiite,6,15,shiite,Shiite,1,,0,,,,4,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
310.0,Muslim,6,12,muslim,"radical, Muslim",2,cleric,6,6.0,cleric,13.0,5,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
311.0,militant,8,19,militant,"militant, Palestinian",2,group,5,20.0,group,55.0,12,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
312.0,Palestinian,11,21,palestinian,"militant, Palestinian",2,group,5,20.0,group,55.0,13,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
313.0,Shiite,6,15,shiite,Shiite,1,cleric,6,6.0,cleric,13.0,23,24,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
314.0,militant,8,19,militant,"militant, Lebanese, Shiite",3,group,5,20.0,group,55.0,41,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
315.0,Lebanese,8,8,lebanese,"militant, Lebanese, Shiite",3,group,5,20.0,group,55.0,42,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
316.0,Shiite,6,15,shiite,"militant, Lebanese, Shiite",3,group,5,20.0,group,55.0,43,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
317.0,Last,4,14,last,Last,1,month,5,18.0,month,40.0,1,2,14,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0023
318.0,same,4,152,same,same,1,,0,,,,22,,43,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0024
319.0,chief,5,6,chief,chief,1,aide,4,1.0,aide,1.0,6,7,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
320.0,other,5,320,other,other,1,members,7,13.0,member,18.0,16,17,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
321.0,violent,7,8,violent,violent,1,conflict,8,10.0,conflict,12.0,29,30,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
322.0,dead,4,34,dead,dead,1,,0,,,,40,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
323.0,unlikely,8,5,unlikely,unlikely,1,,0,,,,4,,16,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0027
324.0,wasted,6,2,wasted,wasted,1,,0,,,,11,,15,email-enronsent23_13-0001
325.0,couple,6,1,couple,couple,1,,0,,,,10,,15,email-enronsent23_13-0002
326.0,happy,5,57,happy,happy,1,hour,4,7.0,hour,20.0,4,5,8,email-enronsent23_13-0004
327.0,embarrassed,11,2,embarrassed,embarrassed,1,,0,,,,4,,15,email-enronsent23_13-0011
328.0,slightest,9,2,slightest,slightest,1,idea,4,23.0,idea,35.0,10,11,15,email-enronsent23_13-0011
329.0,wasted,6,2,wasted,"wasted, interested",2,,0,,,,8,,13,email-enronsent23_08-0001
330.0,interested,10,41,interested,"wasted, interested",2,,0,,,,12,,13,email-enronsent23_08-0001
331.0,great,5,252,great,great,1,people,6,110.0,people,115.0,20,21,26,email-enronsent23_08-0006
