,adj_word,adj_word_len,adj_word_count,adj_lemma,mod_adj,mod_adj_len,mod_adj_count,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
188,own,3,94,own,,0,,choice,6,6.0,choice,9.0,11,12,22,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0008
189,predictable,11,2,predictable,,0,,situation,9,12.0,situation,14.0,21,17,22,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0008
190,last,4,145,last,,0,,year,4,58.0,year,120.0,6,7,42,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0010
191,predictable,11,2,predictable,,0,,phenomenon,10,1.0,phenomenon,1.0,30,25,42,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0010
192,right,5,51,right,,0,,,0,,,,3,,6,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0013
193,southern,8,6,southern,,0,,city,4,13.0,city,27.0,24,25,33,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0016
194,first,5,117,first,,0,,bridge,6,2.0,bridge,3.0,9,10,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
195,other,5,320,other,,0,,bridges,7,1.0,bridge,3.0,20,21,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
196,federal,7,21,federal,,0,,court,5,1.0,court,3.0,41,42,45,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0018
197,American,8,73,american,,0,,citizens,8,9.0,citizen,10.0,5,6,16,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0019
198,immediate,9,11,immediate,,0,,family,6,12.0,family,20.0,4,5,18,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0022
199,Dear,4,14,dear,,0,,,0,,,,1,,3,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0023
200,illegal,7,7,illegal,,0,,militias,8,6.0,militia,6.0,14,15,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
201,other,5,320,other,,0,,countries,9,21.0,country,29.0,18,19,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
202,likely,6,28,likely,,0,,,0,,,,23,,28,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0024
203,own,3,94,own,,0,,making,6,2.0,making,2.0,19,20,21,weblog-blogspot.com_alaindewitt_20060827093500_ENG_20060827_093500-0025
204,loathe,6,1,loathe,,0,,,0,,,,4,,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
205,other,5,320,other,,0,,writers,7,1.0,writer,1.0,7,8,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
206,little,6,125,little,,0,,bit,3,8.0,bit,8.0,16,17,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
207,good,4,379,good,,0,,,0,,,,35,,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
208,whole,5,54,whole,,0,,column,6,1.0,column,1.0,42,43,46,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0001
209,former,6,42,former,,0,,,0,,,,24,,26,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0004
210,main,4,37,main,,0,,theme,5,1.0,theme,1.0,26,27,29,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0005
211,complicated,11,4,complicated,,0,,,0,,,,5,,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0011
212,steep,5,2,steep,,0,,cliff,5,1.0,cliff,1.0,22,23,34,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0013
213,other,5,320,other,,0,,horsemen,8,1.0,horseman,1.0,31,32,34,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0013
214,Western,7,19,western,,0,,scene,5,2.0,scene,3.0,4,5,19,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0014
215,good,4,379,good,,0,,decisions,9,4.0,decision,8.0,17,18,19,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0018
216,long,4,69,long,,0,,story,5,6.0,story,9.0,12,13,20,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0020
217,good,4,379,good,,0,,judges,6,6.0,judge,14.0,9,10,11,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0024
218,first,5,117,first,inaugural,9,1.0,service,7,120.0,service,165.0,7,10,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0026
219,inaugural,9,1,inaugural,first,5,11.0,service,7,120.0,service,165.0,8,10,13,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0026
220,greater,7,8,greater,,0,,,0,,,,7,,12,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0031
221,rambling,8,1,rambling,,0,,response,8,10.0,response,12.0,5,6,7,weblog-blogspot.com_tacitusproject_20040712123425_ENG_20040712_123425-0037
222,random,6,3,random,,0,,speculation,11,1.0,speculation,1.0,4,5,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0001
223,new,3,252,new,,0,,browser,7,3.0,browser,3.0,10,11,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0001
224,true,4,26,true,,0,,,0,,,,3,,11,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0002
225,inside,6,4,inside,,0,,information,11,30.0,information,34.0,4,5,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
226,serious,7,21,serious,,0,,,0,,,,21,,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
227,permanent,9,8,permanent,,0,,control,7,7.0,control,7.0,24,25,34,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0004
228,lead,4,4,lead,,0,,engineer,8,1.0,engineer,1.0,5,6,10,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0005
229,unchanged,9,2,unchanged,,0,,,0,,,,12,,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
230,same,4,152,same,,0,,work,4,38.0,work,43.0,20,21,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
231,new,3,252,new,,0,,goal,4,4.0,goal,4.0,30,31,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
232,successful,10,15,successful,,0,,releases,8,1.0,release,1.0,33,39,40,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0008
233,devoted,7,5,devoted,,0,,,0,,,,3,,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
234,full,4,52,full,,0,,time,4,156.0,time,191.0,4,6,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
235,general,7,22,general,,0,,browsing,8,1.0,browsing,1.0,20,18,21,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0009
236,big,3,68,big,,0,,Welcome,7,1.0,welcome,1.0,7,9,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0012
237,big,3,68,big,,0,,,0,,,,4,,7,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0015
238,involved,8,26,involved,,0,,,0,,,,10,,17,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0017
239,crucial,7,6,crucial,,0,,elements,8,12.0,element,14.0,8,9,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
240,past,4,26,past,few,3,37.0,years,5,61.0,year,120.0,18,20,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
241,few,3,137,few,past,4,5.0,years,5,61.0,year,120.0,19,20,22,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0021
242,Great,5,100,great,,0,,,0,,,,1,,7,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0022
243,present,7,10,present,,0,,time,4,156.0,time,191.0,13,14,33,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0023
244,old,3,93,old,,0,,adage,5,1.0,adage,1.0,20,21,33,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0023
245,few,3,137,few,,0,,minutes,7,13.0,minute,19.0,16,17,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
246,future,6,10,future,,0,,history,7,10.0,history,10.0,21,22,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
247,brave,5,3,brave,new,3,48.0,world,5,36.0,world,41.0,12,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
248,new,3,252,new,brave,5,1.0,world,5,36.0,world,41.0,13,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
249,particular,10,23,particular,,0,,future,6,6.0,future,6.0,7,8,10,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0028
250,small,5,78,small,possible,8,9.0,commment,8,2.0,commment,2.0,3,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
251,possible,8,66,possible,small,5,17.0,commment,8,2.0,commment,2.0,9,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
252,whole,5,54,whole,,0,,thing,5,60.0,thing,102.0,24,27,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
253,open,4,40,open,,0,,source,6,13.0,source,20.0,25,26,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
254,inclined,8,2,inclined,,0,,,0,,,,3,,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
255,popular,7,16,popular,non-Microsoft,13,1.0,browser,7,3.0,browser,3.0,23,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
256,non-Microsoft,13,1,non-microsoft,popular,7,3.0,browser,7,3.0,browser,3.0,24,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
257,higher,6,13,higher,,0,,echelons,8,1.0,echelon,1.0,68,69,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
258,enlightened,11,1,enlightened,,0,,interest,8,3.0,interest,8.0,6,8,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
259,large,5,46,large,,0,,projects,8,4.0,project,8.0,11,14,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
260,open,4,40,open,,0,,source,6,13.0,source,20.0,12,13,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
261,alive,5,2,alive,,0,,,0,,,,15,,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
262,Fascinating,11,2,fascinating,,0,,viewpoint,9,1.0,viewpoint,2.0,1,2,8,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0033
263,open,4,40,open,,0,,source,6,13.0,source,20.0,2,3,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
264,inexpensive,11,7,inexpensive,,0,,way,3,53.0,way,65.0,9,10,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
265,open,4,40,open,,0,,source,6,13.0,source,20.0,18,19,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
266,more,4,201,more,,0,,bang,4,3.0,bang,3.0,4,5,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
267,private,7,22,private,,0,,company,7,18.0,company,29.0,12,13,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
268,inevitable,10,4,inevitable,,0,,clashes,7,2.0,clash,2.0,19,21,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
269,gross,5,8,gross,,0,,incompetence,12,4.0,incompetence,4.0,35,36,39,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0001
270,Iraqi,5,44,iraqi,grateful,8,2.0,,0,,,,14,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
271,grateful,8,7,grateful,Iraqi,5,11.0,,0,,,,20,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
272,dual,4,4,dual,Arab,4,14.0,insurgencies,12,2.0,insurgency,2.0,5,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
273,Sunni,5,28,sunni,Shiite,6,10.0,,0,,,,6,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
274,Arab,4,25,arab,dual,4,2.0,insurgencies,12,2.0,insurgency,2.0,7,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
275,Shiite,6,15,shiite,Sunni,5,12.0,,0,,,,9,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
276,massive,7,8,massive,,0,,scale,5,2.0,scale,2.0,23,24,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
277,Spanish,7,9,spanish,,0,,contingents,11,1.0,contingent,1.0,6,11,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
278,Thai,4,6,thai,other,5,52.0,,0,,,,8,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
279,other,5,320,other,Thai,4,3.0,,0,,,,10,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
280,committed,9,4,committed,,0,,time,4,156.0,time,191.0,14,3,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
281,reluctant,9,3,reluctant,,0,,,0,,,,22,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
282,involved,8,26,involved,,0,,,0,,,,25,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
283,international,13,38,international,,0,,affairs,7,4.0,affair,9.0,8,9,12,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0006
284,most,4,64,most,,0,,,0,,,,12,,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
285,administrative,14,3,administrative,,0,,experience,10,55.0,experience,68.0,17,18,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
286,Muslim,6,12,muslim,,0,,culture,7,12.0,culture,14.0,27,28,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
287,few,3,137,few,experienced,11,1.0,Arabists,8,2.0,arabist,2.0,6,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
288,experienced,11,5,experienced,few,3,37.0,Arabists,8,2.0,arabist,2.0,7,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
289,ulterior,8,5,ulterior,,0,,motives,7,5.0,motive,6.0,10,11,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
290,social,6,21,social,,0,,experiments,11,1.0,experiment,1.0,13,14,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
291,Iraqi,5,44,iraqi,,0,,people,6,110.0,people,115.0,21,22,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
292,economic,8,20,economic,,0,,shock,5,2.0,shock,2.0,28,29,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
293,extreme,7,7,extreme,many,4,43.0,incompetence,12,4.0,incompetence,4.0,15,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
294,double,6,9,double,,0,,dealing,7,2.0,dealing,2.0,19,21,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
295,many,4,192,many,extreme,7,2.0,incompetence,12,4.0,incompetence,4.0,23,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
296,close,5,38,close,,0,,,0,,,,10,,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
297,ulterior,8,5,ulterior,,0,,motive,6,1.0,motive,6.0,25,26,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
298,trenchant,9,1,trenchant,,0,,critic,6,2.0,critic,4.0,6,7,11,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0014
299,extraordinary,13,5,extraordinary,,0,,,0,,,,9,,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
300,recent,6,32,recent,,0,,weeks,5,14.0,week,51.0,17,18,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
301,gross,5,8,gross,,0,,incompetence,12,4.0,incompetence,4.0,4,5,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
302,dark,4,13,dark,ulterior,8,1.0,motives,7,5.0,motive,6.0,10,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
303,ulterior,8,5,ulterior,dark,4,4.0,motives,7,5.0,motive,6.0,11,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
304,classical,9,2,classical,logical,7,1.0,fallacy,7,2.0,fallacy,2.0,4,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
305,logical,7,2,logical,classical,9,1.0,fallacy,7,2.0,fallacy,2.0,5,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
306,suspicious,10,5,suspicious,,0,,,0,,,,15,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
307,upper,5,8,upper,,0,,reaches,7,1.0,reach,1.0,27,28,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
308,radical,7,13,radical,Muslim,6,5.0,cleric,6,6.0,cleric,13.0,3,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
309,Shiite,6,15,shiite,,0,,,0,,,,4,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
310,Muslim,6,12,muslim,radical,7,6.0,cleric,6,6.0,cleric,13.0,5,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
311,militant,8,19,militant,Palestinian,11,6.0,group,5,20.0,group,55.0,12,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
312,Palestinian,11,21,palestinian,militant,8,4.0,group,5,20.0,group,55.0,13,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
313,Shiite,6,15,shiite,,0,,cleric,6,6.0,cleric,13.0,23,24,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
314,militant,8,19,militant,Shiite,6,10.0,group,5,20.0,group,55.0,41,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
315,Lebanese,8,8,lebanese,Shiite,6,10.0,group,5,20.0,group,55.0,42,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
316,Shiite,6,15,shiite,Lebanese,8,4.0,group,5,20.0,group,55.0,43,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
317,Last,4,14,last,,0,,month,5,18.0,month,40.0,1,2,14,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0023
318,same,4,152,same,,0,,,0,,,,22,,43,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0024
319,chief,5,6,chief,,0,,aide,4,1.0,aide,1.0,6,7,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
320,other,5,320,other,,0,,members,7,13.0,member,18.0,16,17,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
321,violent,7,8,violent,,0,,conflict,8,10.0,conflict,12.0,29,30,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
322,dead,4,34,dead,,0,,,0,,,,40,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
323,unlikely,8,5,unlikely,,0,,,0,,,,4,,16,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0027
324,wasted,6,2,wasted,,0,,,0,,,,11,,15,email-enronsent23_13-0001
325,couple,6,1,couple,,0,,,0,,,,10,,15,email-enronsent23_13-0002
326,happy,5,57,happy,,0,,hour,4,7.0,hour,20.0,4,5,8,email-enronsent23_13-0004
327,embarrassed,11,2,embarrassed,,0,,,0,,,,4,,15,email-enronsent23_13-0011
328,slightest,9,2,slightest,,0,,idea,4,23.0,idea,35.0,10,11,15,email-enronsent23_13-0011
329,wasted,6,2,wasted,interested,10,2.0,,0,,,,8,,13,email-enronsent23_08-0001
330,interested,10,41,interested,wasted,6,1.0,,0,,,,12,,13,email-enronsent23_08-0001
331,great,5,252,great,,0,,people,6,110.0,people,115.0,20,21,26,email-enronsent23_08-0006
332,fantastic,9,19,fantastic,,0,,friends,7,8.0,friend,26.0,24,25,26,email-enronsent23_08-0006
333,agreeable,9,3,agreeable,,0,,,0,,,,10,,22,email-enronsent23_08-0007
334,last,4,145,last,,0,,night,5,31.0,night,37.0,20,21,22,email-enronsent23_08-0007
335,Fucking,7,1,fucking,,0,,bitches,7,1.0,bitch,1.0,1,2,4,email-enronsent23_08-0008
336,ready,5,35,ready,,0,,,0,,,,7,,10,email-enronsent23_11-0003
337,small,5,78,small,,0,,,0,,,,8,,11,email-enronsent23_11-0009
338,cute,4,9,cute,,0,,,0,,,,10,,11,email-enronsent23_11-0009
339,mean,4,2,mean,,0,,,0,,,,7,,8,email-enronsent23_11-0011
340,friendly,8,84,friendly,,0,,,0,,,,6,,7,email-enronsent23_11-0014
341,cool,4,18,cool,,0,,,0,,,,6,,13,email-enronsent23_11-0015
342,good,4,379,good,,0,,sources,7,7.0,source,20.0,7,8,37,email-enronsent05_01-0004
343,direct,6,18,direct,,0,,access,6,13.0,access,13.0,34,35,37,email-enronsent05_01-0004
344,bilateral,9,2,bilateral,,0,,contracts,9,4.0,contract,11.0,19,20,36,email-enronsent05_01-0005
345,direct,6,18,direct,,0,,access,6,13.0,access,13.0,30,31,36,email-enronsent05_01-0005
346,other,5,320,other,,0,,words,5,10.0,word,16.0,2,3,8,email-enronsent05_01-0006
347,direct,6,18,direct,,0,,advocates,9,1.0,advocate,2.0,9,11,46,email-enronsent05_01-0008
348,general,7,22,general,,0,,rule,4,3.0,rule,14.0,35,36,46,email-enronsent05_01-0008
349,direct,6,18,direct,,0,,access,6,13.0,access,13.0,39,40,46,email-enronsent05_01-0008
350,strong,6,34,strong,upper,5,2.0,hand,4,21.0,hand,27.0,8,10,30,email-enronsent05_01-0009
351,upper,5,8,upper,strong,6,3.0,hand,4,21.0,hand,27.0,9,10,30,email-enronsent05_01-0009
352,direct,6,18,direct,,0,,access,6,13.0,access,13.0,17,18,30,email-enronsent05_01-0009
353,direct,6,18,direct,,0,,access,6,13.0,access,13.0,28,29,30,email-enronsent05_01-0009
354,privileged,10,10,privileged,,0,,information,11,30.0,information,34.0,12,15,16,email-enronsent23_14-0010
355,confidential,12,15,confidential,,0,,,0,,,,14,,16,email-enronsent23_14-0010
356,other,5,320,other,,0,,use,3,6.0,use,6.0,2,3,11,email-enronsent23_14-0012
357,happy,5,57,happy,,0,,hour,4,7.0,hour,20.0,5,6,13,email-enronsent23_14-0014
358,perverted,9,2,perverted,,0,,,0,,,,7,,8,email-enronsent23_14-0015
359,perverted,9,2,perverted,old,3,19.0,man,3,14.0,man,32.0,6,8,9,email-enronsent23_14-0016
360,old,3,93,old,perverted,9,1.0,man,3,14.0,man,32.0,7,8,9,email-enronsent23_14-0016
361,quick,5,28,quick,,0,,note,4,3.0,note,7.0,8,9,20,email-enronsent20_02-0003
362,last,4,145,last,,0,,day,3,54.0,day,96.0,4,5,37,email-enronsent20_02-0004
