,n_word,n_lemma,n_id,det,det_lemma,num,num_lemma,adj,num_adj,ncomp,ncomp_lemma,num_ncomp,nmod,nmod_lemma,num_nmod,sen_len,sen_id
219,cousin,cousin,27,,,,,,,,,,,,,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
220,enemy,enemy,30,,,,,,,,,,,,,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
221,enemy,enemy,36,The,The,,,,,,,,enemy,enemy,1,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
222,enemy,enemy,39,,,,,,,,,,,,,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
223,friend,friend,42,,,,,,,,,,,,,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
224,thing,thing,44,the,the,,,"old, new, Arab",3,,,,,,,48,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0016
225,news,news,16,,,,,,,,,,,,,19,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0017
226,reporter,reporter,7,,,,,top,1,,,,,,,29,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018
227,town,town,12,the,the,,,,,,,,,,,29,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018
228,kinds,kind,19,all,all,,,,,,,,propaganda,propaganda,1,29,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018
229,propaganda,propaganda,21,,,,,,,,,,,,,29,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018
230,ambulances,ambulance,5,,,,,,,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
231,snipers,sniper,10,,,,,American,1,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
232,children,child,13,,,,,,,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
233,women,woman,16,,,,,pregnant,1,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
234,cluster,cluster,24,,,,,,,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
235,bombs,bomb,25,,,,,,,cluster,cluster,1,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
236,civilians,civilian,27,,,,,,,,,,,,,37,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0019
237,error,error,7,an,an,,,unforgivable,1,,,,,,,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
238,militants,militant,13,,,,,Fallujan,1,,,,,,,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
239,roofs,roof,21,the,the,,,,,,,,mosques,mosque,1,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
240,mosques,mosque,23,,,,,,,,,,,,,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
241,houses,house,25,,,,,,,,,,,,,42,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0020
242,group,group,17,another,another,,,new,1,,,,,,,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
243,casualties,casualty,27,the,the,,,enormous,1,,,,,,,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
244,soldiers,soldier,36,,,,,American,1,,,,,,,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
245,bodies,body,40,the,the,,,,,,,,insurgents,insurgent,1,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
246,insurgents,insurgent,43,,,,,dead,1,,,,,,,44,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0021
247,newspaper,newspaper,2,,,,,,,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
248,announcement,announcement,5,an,an,,,,,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
249,operative,operative,17,an,an,,,,,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
250,website,website,24,an,an,,,Islamic,1,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
251,bodies,body,41,,,,,dead,1,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
252,case,case,52,this,this,,,,,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
253,infidels,infidel,61,,,,,,,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
254,actions,action,68,,,,,criminal,1,,,,,,,70,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0024
255,language,language,12,the,the,,,,,,,,force,force,1,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
256,force,force,14,,,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
257,retaliation,retaliation,16,,,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
258,humiliation,humiliation,25,,,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
259,soldier,soldier,28,that,that,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
260,world,world,36,the,the,,,whole,1,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
261,day,day,45,the,the,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
262,bodies,body,51,the,the,,,dead,1,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
263,agents,agent,72,,,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
264,supporters,supporter,74,,,,,,,,,,,,,76,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0025
265,motorcycle,motorcycle,3,,,,,,,,,,,,,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
266,tour,tour,4,,,,,,,motorcycle,motorcycle,1,region,region,1,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
267,region,region,7,the,the,,,,,,,,,,,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
268,interest,interest,12,,,one,one,,,,,,,,,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
269,disasters,disaster,20,the,the,,,"serious, nuclear",2,,,,,,,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
270,history,history,22,,,,,,,,,,,,,23,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0001
271,day,day,11,this,this,,,,,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
272,versions,version,17,,,,,"many, different",2,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
273,opinions,opinion,19,,,,,,,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
274,effect,effect,26,what,what,,,,,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
275,health,health,32,the,the,,,,,,,,people,people,1,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
276,people,people,34,,,,,,,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
277,fallout,fallout,38,the,the,,,,,,,,,,,39,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002
278,UPDATE,update,1,,,,,,,,,,,,,2,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0003
279,story,story,10,,,,,own,1,,,,,,,11,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0004
280,post,post,5,a,a,,,,,,,,finding,finding,1,13,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0005
281,fault,fault,7,,,,,,,,,,,,,13,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0005
282,finding,finding,9,,,,,,,fault,fault,1,,,,13,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0005
283,blame,blame,12,,,,,,,,,,,,,13,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0005
284,time,time,4,a,a,,,,,,,,,,,16,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0006
285,future,future,15,the,the,,,,,,,,,,,16,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0006
286,report,report,19,a,a,,,"soothing, authoritative",2,,,,effects,effect,1,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
287,health,health,24,,,,,,,,,,,,,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
288,effects,effect,25,the,the,,,,,health,health,1,,,,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
289,evidence,evidence,34,no,no,,,scientific,1,,,,effects,effect,1,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
290,radiation,radiation,38,,,,,,,,,,,,,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
291,health,health,41,,,,,,,,,,,,,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
292,effects,effect,42,any,any,,,"significant, related",2,health,health,1,people,people,1,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
293,people,people,45,,,,,most,1,,,,,,,47,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007
294,press,press,13,,,,,,,,,,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0008
295,release,release,14,a,a,,,,,press,press,1,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0008
296,myths,myth,6,the,the,,,widespread,1,,,,times,time,1,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
297,times,time,9,,,,,recent,1,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
298,reactor,reactor,15,,,,,nuclear,1,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
299,accident,accident,16,the,the,1986,1986,,,reactor,reactor,1,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
300,thousands,thousand,21,,,,,many,1,,,,deaths,death,1,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
301,cancer,cancer,24,,,,,,,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
302,deaths,death,25,,,,,extra,1,cancer,cancer,1,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
303,regions,region,28,,,,,,,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
304,health,health,33,,,,,public,1,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
305,exposure,exposure,39,,,,,,,,,,radiation,radiation,1,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
306,radiation,radiation,41,,,,,,,,,,,,,42,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0009
307,people,people,2,,,,,Many,1,,,,,,,38,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0010
308,Federation,federation,16,,,,,,,,,,,,,38,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0010
309,ACCIDENT,accident,2,,,,,,,,,,,,,6,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0011
310,YEARS,year,5,,,TEN,ten,,,,,,,,,6,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0011
311,decade,decade,4,the,the,,,last,1,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
312,increase,increase,13,a,a,,,real,1,,,,"decade, carcinoma, regions","decade, carcinoma, region",3,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
313,childhood,childhood,15,,,,,,,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
314,extent,extent,21,a,a,,,certain,1,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
315,adult,adult,23,,,,,,,,,,extent,extent,1,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
316,carcinoma,carcinoma,24,,,,,,,childhood,childhood,1,thyroid,thyroid,1,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
317,thyroid,thyroid,27,the,the,,,,,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
318,regions,region,30,,,,,,,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
319,accident,accident,46,the,the,,,,,,,,,,,50,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0012
320,report,report,13,an,an,,,early,1,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
321,information,information,20,,,,,,,,,,sources,source,1,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
322,sources,source,23,,,,,Russian,1,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
323,health,health,31,,,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
324,effects,effect,32,no,no,,,significant,1,health,health,1,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0013
325,reports,report,24,the,the,,,earlier,1,,,,,,,25,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0014
326,excerpts,excerpt,4,some,some,,,,,,,,,,,5,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0015
327,increase,increase,3,The,The,,,dramatic,1,,,,"cancers, children","cancer, child",2,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
328,radiation,radiation,5,,,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
329,thyroid,thyroid,8,,,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
330,cancers,cancer,9,,,,,,,thyroid,thyroid,1,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
331,children,child,11,,,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
332,adolescents,adolescent,13,,,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
333,day,day,32,this,this,,,,,,,,,,,33,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0016
334,drop,drop,3,a,a,,,,,,,,rate,rate,1,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
335,birth,birth,6,,,,,,,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
336,rate,rate,7,the,the,,,,,birth,birth,1,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
337,deterioration,deterioration,10,a,a,,,,,,,,health,health,1,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
338,women,woman,12,,,,,,,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
339,health,health,15,,,,,reproductive,1,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
340,increase,increase,18,an,an,,,,,,,,complications,complication,1,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
341,complications,complication,20,,,,,,,,,,pregnancy,pregnancy,1,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
342,pregnancy,pregnancy,22,,,,,,,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
343,birth,birth,24,,,,,,,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
344,deterioration,deterioration,28,a,a,,,,,,,,health,health,1,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
345,health,health,31,,,,,neonatal,1,,,,,,,32,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0017
346,dynamics,dynamics,2,The,The,,,,,,,,change,change,1,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
347,change,change,4,,,,,,,,,,state,state,1,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
348,state,state,7,the,the,,,,,,,,"health, countries, period","health, country, period",3,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
349,health,health,9,,,,,,,,,,children,child,1,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
350,children,child,11,,,,,,,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
351,accident,accident,16,the,the,,,,,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
352,countries,country,20,all,all,three,three,,,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
353,period,period,32,the,the,,,post-accident,1,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
354,tendencies,tendency,38,,,,,"persistent, negative",2,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
355,morbidity,morbidity,41,,,,,,,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
356,rate,rate,42,the,the,,,,,morbidity,morbidity,1,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
357,number,number,48,the,the,,,,,,,,children,child,1,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
358,children,child,52,,,,,healthy,1,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
359,disability,disability,57,,,,,,,,,,,,,60,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0018
360,parent,parent,3,a,a,,,,,,,,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
361,families,family,16,those,those,,,,,,,,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
362,children,child,18,,,,,,,,,,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
363,radiation,radiation,22,,,,,,,,,,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
364,poisoning,poisoning,23,,,,,,,radiation,radiation,1,,,,24,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0019
365,lot,lot,4,a,a,,,,,,,,,,,9,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0020
366,certainty,certainty,8,,,,,,,,,,,,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0021
367,world,world,15,a,a,,,,,,,,reports,report,1,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0021
368,reports,report,18,,,,,,,,,,,,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0021
369,wealth,wealth,4,a,a,,,,,,,,references,reference,1,9,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0022
370,references,reference,6,,,,,,,,,,,,,9,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0022
371,links,link,6,the,the,,,,,,,,,,,12,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0023
372,conclusions,conclusion,11,,,,,own,1,,,,,,,12,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0023
373,links,link,2,These,These,,,,,,,,,,,17,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0024
374,viewpoints,viewpoint,6,the,the,,,many,1,,,,disaster,disaster,1,17,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0024
375,disaster,disaster,14,the,the,,,,,,,,,,,17,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0024
376,Report,report,2,,,,,,,,,,,,,4,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0025
377,conclusions,conclusion,8,what,what,,,,,,,,,,,19,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0051
378,radiation,radiation,1,,,,,,,,,,,,,2,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0052
379,child,child,3,a,a,,,,,,,,50's,50',1,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
380,50's,50',6,the,the,,,,,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
381,lot,lot,10,a,a,,,,,,,,problems,problem,1,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
382,problems,problem,13,,,,,glandular,1,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
383,radiation,radiation,19,,,,,,,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
384,therapy,therapy,20,,,,,primitive,1,radiation,radiation,1,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
385,lesion,lesion,31,a,a,,,,,,,,neck,neck,1,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
386,neck,neck,34,,,,,,,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
387,CA,ca,43,,,,,,,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
388,treatments,treatment,47,the,the,,,,,,,,,,,48,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053
389,shoe,shoe,4,,,,,,,,,,,,,14,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0054
390,machines,machine,6,the,the,,,old,1,shoe,shoe,1,,,,14,weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0054
