,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
218,genuine,genuine,22,amod,genuine,1,peace,peace,23,24,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0025
219,own,own,13,amod,own,1,tactics,tactic,14,17,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0026
220,hostile,hostile,6,amod,hostile,1,territory,territory,7,22,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0027
221,Iraqi,iraqi,15,amod,Iraqi,1,sympathizers,sympathizer,16,22,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0027
222,Iraqi,iraqi,5,amod,Iraqi,1,sovereignty,sovereignty,6,32,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0028
223,Iraqi,iraqi,10,amod,Iraqi,1,lives,life,11,32,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0028
224,able,able,17,root,able,1,,,,32,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0028
225,free,free,8,amod,free,1,market,market,10,27,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0031
226,Iraqi,iraqi,25,amod,Iraqi,1,households,household,26,27,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0031
227,provocative,provocative,17,amod,"provocative, local",2,forces,force,21,25,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0033
228,local,local,18,amod,"provocative, local",2,forces,force,21,25,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0033
229,international,international,20,conj,international,1,,,,25,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0033
230,better,better,24,root,better,1,,,,25,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0033
231,Spanish,spanish,3,obj,Spanish,1,,,,30,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0034
232,good,good,11,amod,good,1,cry,cry,14,30,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0034
233,Arab,arab,21,amod,Arab,1,world,world,22,30,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0034
234,British,british,28,conj,British,1,,,,30,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0034
235,Sunni,sunni,9,amod,"Sunni, Arab",2,nationalists,nationalist,11,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
236,Arab,arab,10,amod,"Sunni, Arab",2,nationalists,nationalist,11,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
237,local,local,15,amod,"local, Sunni",2,radicals,radical,17,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
238,Sunni,sunni,16,amod,"local, Sunni",2,radicals,radical,17,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
239,likely,likely,19,ccomp,likely,1,,,,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
240,dangerous,dangerous,24,xcomp,dangerous,1,,,,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
241,dangerous,dangerous,40,conj,dangerous,1,,,,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
242,former,former,48,amod,former,1,ball,ball,49,50,weblog-juancole.com_juancole_20030911085700_ENG_20030911_085700-0035
243,necessary,necessary,12,amod,necessary,1,experience,experience,11,16,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0001
244,necessary,necessary,12,amod,necessary,1,experience,experience,11,35,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0002
245,cheap,cheap,26,amod,cheap,1,shot,shot,27,35,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0002
246,own,own,33,amod,own,1,petard,petard,34,35,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0002
247,seminal,seminal,6,amod,seminal,1,,,,11,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0003
248,international,international,9,amod,international,1,leaders,leader,10,10,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0004
249,sharp,sharp,8,amod,sharp,1,criticism,criticism,9,42,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0008
250,unable,unable,12,advcl,unable,1,,,,42,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0008
251,current,current,19,amod,"current, hot",2,spots,spot,22,42,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0008
252,hot,hot,21,amod,"current, hot",2,spots,spot,22,42,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0008
253,front,front,2,amod,front,1,runner,runner,4,33,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0009
254,Republican,republican,8,amod,"Republican, presidential",2,nomination,nomination,10,33,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0009
255,presidential,presidential,9,amod,"Republican, presidential",2,nomination,nomination,10,33,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0009
256,international,international,15,amod,international,1,affairs,affair,16,33,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0009
257,political,political,25,amod,political,1,reporter,reporter,26,33,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0009
258,able,able,4,root,able,1,,,,32,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0012
259,partial,partial,8,amod,partial,1,response,response,9,32,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0012
260,Taiwanese,taiwanese,21,amod,Taiwanese,1,,,,32,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0012
261,hot,hot,16,amod,hot,1,spots,spot,17,22,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0017
262,new,new,18,amod,"new, Pakistani",2,general,general,20,36,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0018
263,Pakistani,pakistani,19,amod,"new, Pakistani",2,general,general,20,36,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0018
264,good,good,18,amod,good,1,news,news,19,24,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0019
265,recent,recent,16,amod,recent,1,coup,coup,17,18,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0020
266,troubling,troubling,5,xcomp,troubling,1,,,,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0021
267,oldest,oldest,18,amod,oldest,1,democracy,democracy,19,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0021
268,military,military,24,amod,military,1,takeover,takeover,25,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0021
269,good,good,28,amod,good,1,news,news,29,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0021
270,disturbing,disturbing,9,xcomp,disturbing,1,,,,38,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0022
271,last,last,20,amod,last,1,year,year,21,38,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0022
272,nuclear,nuclear,23,amod,nuclear,1,weapons,weapon,24,38,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0022
273,public,public,30,amod,public,1,opposition,opposition,31,38,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0022
274,dangerous,dangerous,5,ccomp,dangerous,1,,,,29,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0024
275,prime,prime,39,amod,prime,1,minister,minister,40,66,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0025
276,strongest,strongest,55,amod,strongest,1,supporter,supporter,56,66,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0025
277,part,part,6,obl,part,1,,,,39,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0026
278,ominous,ominous,7,xcomp,ominous,1,,,,16,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0027
279,unable,unable,12,parataxis,unable,1,,,,18,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0028
280,ill,ill,18,amod,ill,1,,,,22,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0029
281,fated,fated,20,amod,fated,1,instincts,instinct,21,22,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0029
282,authoritarian,authoritarian,4,amod,authoritarian,1,rule,rule,5,16,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0030
283,nuclear,nuclear,18,amod,nuclear,1,giants,giant,19,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031
284,radical,radical,21,amod,"radical, religious",2,politics,politics,23,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031
285,religious,religious,22,amod,"radical, religious",2,politics,politics,23,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031
286,latter,latter,26,nsubj,"latter, dire",2,threat,threat,30,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031
287,dire,dire,28,amod,"latter, dire",2,threat,threat,30,34,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0031
288,unstable,unstable,10,xcomp,unstable,1,,,,15,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0032
289,less,less,14,fixed,less,1,,,,15,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0032
290,nuclear,nuclear,6,amod,nuclear,1,brinkmanship,brinkmanship,7,18,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0033
291,extreme,extreme,13,amod,extreme,1,duress,duress,14,39,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0034
292,radical,radical,26,amod,radical,1,,,,39,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0034
293,more,more,9,obj,more,1,,,,18,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0037
294,foreign,foreign,11,amod,foreign,1,affairs,affair,12,18,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0037
295,vital,vital,15,amod,vital,1,conflicts,conflict,16,39,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0038
296,more,more,34,obj,more,1,,,,39,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0038
297,active,active,22,amod,active,1,leader,leader,23,43,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0039
298,strong,strong,4,amod,strong,1,supporter,supporter,5,28,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0040
299,vital,vital,16,amod,vital,1,role,role,17,28,weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0040
300,American,american,3,amod,American,1,public,public,4,32,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0004
301,anti-American,anti-american,30,amod,anti-American,1,terrorism,terrorism,31,32,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0004
302,closer,closer,7,root,closer,1,,,,26,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0005
303,likely,likely,12,conj,likely,1,,,,26,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0005
304,Iraqi,iraqi,16,amod,Iraqi,1,instability,instability,17,26,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0005
305,strongest,strongest,5,amod,strongest,1,proponents,proponent,6,24,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0006
306,Israeli,israeli,12,amod,Israeli,1,,,,24,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0006
307,neoconservative,neoconservative,19,amod,neoconservative,1,supporters,supporter,20,24,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0006
308,Israeli,israeli,8,amod,Israeli,1,security,security,9,10,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0007
309,biggest,biggest,2,amod,biggest,1,threat,threat,3,21,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008
310,conventional,conventional,9,amod,conventional,1,armies,army,10,21,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008
311,asymmetrical,asymmetrical,14,amod,asymmetrical,1,tactics,tactic,15,21,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008
312,Palestinian,palestinian,17,amod,Palestinian,1,movements,movement,20,21,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008
313,national,national,18,amod,national,1,liberation,liberation,19,21,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0008
314,hard,hard,10,amod,hard,1,line,line,12,24,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0009
315,Palestinian,palestinian,18,amod,Palestinian,1,intifada,intifada,19,24,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0009
316,international,international,8,amod,international,1,investment,investment,9,27,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0010
317,likely,likely,17,xcomp,likely,1,,,,27,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0010
318,Lebanese,lebanese,5,amod,Lebanese,1,territory,territory,6,23,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0011
319,radical,radical,12,amod,"radical, Lebanese, Shiite",3,party,party,15,23,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0011
320,Lebanese,lebanese,13,amod,"radical, Lebanese, Shiite",3,party,party,15,23,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0011
321,Shiite,shiite,14,amod,"radical, Lebanese, Shiite",3,party,party,15,23,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0011
322,armed,armed,8,amod,armed,1,fighters,fighter,9,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0012
323,Israeli,israeli,17,amod,Israeli,1,forces,force,18,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0012
324,Syrian,syrian,32,amod,Syrian,1,territory,territory,33,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0012
325,thorough,thorough,2,amod,thorough,1,assessment,assessment,3,34,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0013
326,likely,likely,26,amod,likely,1,effect,effect,27,34,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0013
327,asymmetrical,asymmetrical,32,amod,asymmetrical,1,warfare,warfare,33,34,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0013
328,much,much,8,amod,much,1,evidence,evidence,9,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0014
329,Palestinian,palestinian,20,amod,Palestinian,1,bombers,bomber,22,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0014
330,asymmetrical,asymmetrical,26,amod,asymmetrical,1,warfare,warfare,27,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0014
331,clear,clear,32,root,clear,1,,,,41,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0014
332,willing,willing,6,acl:relcl,willing,1,,,,29,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0015
333,Israeli,israeli,13,amod,Israeli,1,occupation,occupation,14,29,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0015
334,economic,economic,27,amod,economic,1,considerations,consideration,28,29,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0015
335,practical,practical,5,amod,practical,1,,,,10,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0016
336,late,late,8,amod,late,1,1980s,1980,9,31,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0017
337,Palestinian,palestinian,5,amod,Palestinian,1,radicals,radical,6,14,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0018
338,late,late,3,amod,late,1,1990s,1990,4,22,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019
339,nuclear,nuclear,9,amod,nuclear,1,weapons,weapon,12,22,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019
340,biological,biological,11,conj,biological,1,,,,22,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019
341,chemical,chemical,19,amod,chemical,1,weapons,weapon,20,22,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019
342,ramshackle,ramshackle,2,amod,ramshackle,1,army,army,3,13,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020
343,American,american,9,amod,American,1,invasion,invasion,10,13,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0020
344,hard,hard,4,advcl,hard,1,,,,30,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021
345,Baathist,baathist,8,amod,Baathist,1,,,,30,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021
346,real,real,12,amod,real,1,threat,threat,13,30,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021
347,difficult,difficult,21,root,difficult,1,,,,30,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021
348,current,current,28,amod,current,1,instability,instability,29,30,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0021
349,post-war,post-war,4,amod,post-war,1,,,,16,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0022
350,weak,weak,12,amod,weak,1,state,state,15,16,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0022
351,Armed,armed,1,amod,"Armed, many",2,militias,militia,2,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
352,many,many,4,appos,"Armed, many",2,militias,militia,2,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
353,former,former,7,amod,"former, Iraqi, military",3,men,man,10,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
354,Iraqi,iraqi,8,amod,"former, Iraqi, military",3,men,man,10,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
355,military,military,9,amod,"former, Iraqi, military",3,men,man,10,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
356,substantial,substantial,12,amod,substantial,1,training,training,13,19,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0023
357,such,such,8,amod,such,1,groups,group,9,35,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0024
358,strong,strong,24,amod,strong,1,paramilitary,paramilitary,27,35,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0024
